admission_id,grad_year,gender,ethnicity,entry_grade,FA_status,incoming_testing,incoming_gpa,boarding,faculty_child,legacy_child,sending_ms_id
15091,2022,F,European American (Caucasian),9,0,0,9.7895,FALSE,FALSE,TRUE,185
13432,2022,N,African American,9,0,0,9.3158,FALSE,FALSE,FALSE,307
10274,2022,F,European American (Caucasian),7,0,0,9.7294,FALSE,TRUE,FALSE,203
10368,2022,F,Middle Eastern American,7,0,0,9.3797,FALSE,FALSE,FALSE,203
17420,2022,M,Multiracial American,9,1,0,9.7,FALSE,FALSE,FALSE,214
10431,2022,F,European American (Caucasian),7,0,0,9.2222,FALSE,FALSE,TRUE,203
17414,2022,F,European American (Caucasian),9,0,0,10.0986,FALSE,FALSE,FALSE,307
12529,2022,M,African American,9,1,0,10.1471,FALSE,FALSE,FALSE,45
235236,2022,M,European American (Caucasian),11,1,0,10.0494,FALSE,FALSE,FALSE,37
10496,2022,M,European American (Caucasian),9,0,0,7.8986,FALSE,FALSE,FALSE,31
231414,2022,M,European American (Caucasian),10,0,0,10.5238,FALSE,FALSE,FALSE,196
10477,2022,M,European American (Caucasian),7,0,0,9.11,FALSE,FALSE,FALSE,203
10541,2021,M,Middle Eastern American,9,0,0,10.15,FALSE,FALSE,FALSE,330
10388,2021,F,European American (Caucasian),9,0,0,10.52,FALSE,FALSE,FALSE,313
10707,2021,F,European American (Caucasian),9,0,0,8.89,FALSE,FALSE,FALSE,76
10074,2021,F,European American (Caucasian),7,0,0,9.7895,FALSE,TRUE,FALSE,203
10178,2021,F,European American (Caucasian),7,0,0,8.92,FALSE,FALSE,FALSE,203
10544,2021,F,Multiracial American,9,1,0,10.1471,FALSE,FALSE,FALSE,148
10121,2021,M,European American (Caucasian),7,0,0,8.08,FALSE,FALSE,FALSE,203
10396,2021,F,European American (Caucasian),9,0,0,9.3,FALSE,FALSE,FALSE,213
10270,2021,M,Multiracial American,7,0,0,9.63,FALSE,FALSE,FALSE,203
10667,2021,M,Multiracial American,9,0,0,9.7294,FALSE,FALSE,FALSE,85
10310,2021,M,Asian American,7,0,0,9.3797,FALSE,FALSE,FALSE,203
10811,2021,M,European American (Caucasian),9,0,0,9.7,FALSE,FALSE,FALSE,302
91377,2021,M,European American (Caucasian),10,2,0,8.58,TRUE,FALSE,FALSE,262
10029,2021,F,European American (Caucasian),7,0,0,10.0986,FALSE,FALSE,FALSE,203
10450,2021,M,European American (Caucasian),9,1,0,7.2,TRUE,FALSE,FALSE,298
10087,2021,M,European American (Caucasian),7,1,0,9.47,FALSE,FALSE,TRUE,203
10822,2021,M,Multiracial American,9,1,0,7.8986,FALSE,FALSE,FALSE,250
10694,2020,M,European American (Caucasian),9,0,0,9.11,FALSE,FALSE,FALSE,307
10164,2020,F,Latino/Hispanic American,7,0,0,9.5,FALSE,FALSE,FALSE,203
10695,2020,M,Asian American,9,2,0,8.95,FALSE,FALSE,FALSE,61
10197,2020,F,European American (Caucasian),7,0,0,9.3,FALSE,TRUE,FALSE,203
10108,2020,F,European American (Caucasian),7,0,0,9.63,FALSE,TRUE,FALSE,203
10116,2020,F,European American (Caucasian),7,1,0,8.89,FALSE,FALSE,FALSE,203
10303,2020,M,European American (Caucasian),7,0,0,8.58,FALSE,FALSE,TRUE,203
10091,2020,F,Latino/Hispanic American,9,2,0,8.92,FALSE,FALSE,FALSE,216
26404,2020,F,European American (Caucasian),9,0,0,10.32,FALSE,FALSE,FALSE,4
10015,2020,M,Multiracial American,7,0,0,7.2,FALSE,FALSE,FALSE,203
10430,2020,M,European American (Caucasian),9,1,0,9.47,FALSE,FALSE,FALSE,196
10043,2020,F,European American (Caucasian),9,0,0,9.5,FALSE,FALSE,FALSE,80
10751,2020,M,Multiracial American,9,1,0,10.32,FALSE,FALSE,FALSE,329
10133,2019,F,European American (Caucasian),9,0,0,9.52,FALSE,FALSE,TRUE,330
10357,2019,M,European American (Caucasian),9,0,0,9.3,FALSE,FALSE,FALSE,83
10245,2019,M,European American (Caucasian),7,0,0,9.64,FALSE,FALSE,FALSE,203
10059,2019,M,European American (Caucasian),7,0,0,6.83,FALSE,FALSE,FALSE,203
10084,2019,M,Latino/Hispanic American,9,0,0,9.52,TRUE,FALSE,FALSE,80
10035,2019,M,European American (Caucasian),9,0,0,9.2,FALSE,FALSE,FALSE,302
17927,2019,M,European American (Caucasian),9,1,0,9.3,FALSE,FALSE,FALSE,181
24491,2019,F,European American (Caucasian),9,0,0,10.01,FALSE,FALSE,FALSE,67
10193,2019,F,European American (Caucasian),7,0,0,9.53,FALSE,FALSE,FALSE,203
17929,2019,M,European American (Caucasian),10,1,0,6.83,FALSE,FALSE,FALSE,168
236687,2022,M,African American,10,2,1,10.5529,FALSE,FALSE,FALSE,54
10371,2022,M,Asian American,7,1,1,9.5946,FALSE,FALSE,FALSE,203
13431,2022,M,Asian American,9,0,1,8.625,FALSE,FALSE,FALSE,305
15846,2022,F,European American (Caucasian),9,0,1,10.2877,FALSE,FALSE,FALSE,305
13234,2022,M,African American,8,0,1,10.1882,FALSE,TRUE,FALSE,203
10552,2022,F,European American (Caucasian),8,1,1,9.5333,FALSE,FALSE,FALSE,203
16598,2022,F,African American,9,2,1,10.25,TRUE,FALSE,FALSE,19
17477,2022,M,African American,9,2,1,10.25,FALSE,FALSE,FALSE,76
15854,2022,M,Multiracial American,9,0,1,9.6351,FALSE,FALSE,FALSE,301
12788,2022,F,European American (Caucasian),9,0,1,9.6712,FALSE,FALSE,TRUE,241
17470,2022,M,European American (Caucasian),9,0,1,8.4507,FALSE,FALSE,TRUE,302
10434,2022,M,Multiracial American,7,1,1,9.6707,FALSE,FALSE,FALSE,203
12789,2022,F,Asian American,9,0,1,9.25,FALSE,FALSE,FALSE,261
10169,2021,F,European American (Caucasian),7,0,1,9.75,FALSE,TRUE,TRUE,203
10379,2021,M,European American (Caucasian),9,2,1,9.5946,TRUE,FALSE,FALSE,341
89093,2021,M,African American,11,1,1,8.625,FALSE,FALSE,FALSE,201
10543,2021,F,Multiracial American,9,0,1,10.2877,FALSE,FALSE,FALSE,312
10448,2021,F,European American (Caucasian),9,0,1,9.5333,FALSE,FALSE,FALSE,107
10437,2021,F,Multiracial American,9,2,1,9.6712,FALSE,FALSE,FALSE,305
10175,2021,F,Latino/Hispanic American,7,0,1,10.25,FALSE,FALSE,FALSE,203
10553,2021,F,European American (Caucasian),9,0,1,10.25,FALSE,FALSE,FALSE,149
10759,2021,M,African American,9,2,1,10.58,TRUE,FALSE,FALSE,195
10502,2021,M,European American (Caucasian),9,0,1,9.6351,FALSE,FALSE,FALSE,81
10545,2021,M,Asian American,9,0,1,9.6707,FALSE,FALSE,FALSE,62
10546,2021,M,European American (Caucasian),9,0,1,10,FALSE,FALSE,FALSE,76
10086,2021,M,European American (Caucasian),7,0,1,9.09,FALSE,FALSE,FALSE,203
10826,2020,M,European American (Caucasian),10,1,1,9.25,TRUE,FALSE,FALSE,277
10045,2020,M,Multiracial American,9,1,1,6.76,FALSE,FALSE,FALSE,206
10433,2020,M,European American (Caucasian),9,1,1,8.19,TRUE,FALSE,FALSE,125
10199,2020,F,European American (Caucasian),7,1,1,10.58,FALSE,FALSE,FALSE,203
10344,2020,F,Middle Eastern American,7,0,1,10,FALSE,FALSE,FALSE,203
10247,2020,F,Asian American,7,0,1,9.09,FALSE,FALSE,TRUE,203
10062,2020,M,European American (Caucasian),7,0,1,8.19,FALSE,TRUE,FALSE,203
10031,2019,M,European American (Caucasian),9,0,1,10.06,FALSE,TRUE,TRUE,62
10455,2019,M,European American (Caucasian),9,1,1,8.2,FALSE,FALSE,FALSE,304
10809,2019,M,European American (Caucasian),11,0,1,8.6,FALSE,TRUE,FALSE,162
10151,2019,M,European American (Caucasian),7,0,1,10.06,FALSE,FALSE,FALSE,203
10306,2019,F,Multiracial American,9,2,1,7.79,TRUE,FALSE,FALSE,317
10283,2019,F,African American,7,2,1,8.32,FALSE,FALSE,FALSE,203
10239,2019,F,Asian American,7,1,1,10.11,FALSE,FALSE,FALSE,203
10138,2019,M,Multiracial American,9,0,1,10.49,FALSE,FALSE,FALSE,85
10058,2019,F,Latino/Hispanic American,7,1,1,9.49,FALSE,FALSE,FALSE,203
10146,2019,F,European American (Caucasian),7,0,1,10.44,FALSE,FALSE,FALSE,203
10126,2019,F,European American (Caucasian),9,0,1,10.35,FALSE,FALSE,FALSE,89
10053,2019,M,African American,7,2,1,9.13,FALSE,FALSE,FALSE,203
10259,2019,M,European American (Caucasian),9,1,1,10.05,TRUE,FALSE,FALSE,40
21718,2019,F,Asian American,9,0,1,10,FALSE,FALSE,FALSE,61
10378,2019,M,European American (Caucasian),10,1,1,8.96,FALSE,FALSE,FALSE,87
10107,2019,M,European American (Caucasian),7,0,1,8.89,FALSE,FALSE,TRUE,203
10797,2022,M,Asian American,7,0,2,9.5,FALSE,FALSE,FALSE,203
16654,2022,M,European American (Caucasian),9,1,2,9.7692,FALSE,FALSE,FALSE,242
12793,2022,F,African American,9,1,2,9.25,TRUE,FALSE,FALSE,15
13442,2022,F,European American (Caucasian),9,1,2,10.4725,FALSE,FALSE,FALSE,269
15851,2022,F,African American,9,2,2,8.8056,FALSE,FALSE,FALSE,39
10803,2022,M,African American,7,0,2,10.3836,FALSE,FALSE,FALSE,203
18874,2022,F,European American (Caucasian),7,0,2,8.4359,FALSE,TRUE,FALSE,203
10526,2022,F,European American (Caucasian),7,0,2,9.6,FALSE,TRUE,FALSE,203
15852,2022,F,Asian American,9,1,2,9.4405,FALSE,FALSE,FALSE,261
16595,2022,F,African American,9,0,2,10.0811,FALSE,FALSE,FALSE,307
16650,2022,F,European American (Caucasian),9,0,2,10.175,FALSE,FALSE,FALSE,224
231213,2022,M,European American (Caucasian),10,0,2,9.3684,TRUE,FALSE,FALSE,31
10752,2022,F,European American (Caucasian),7,0,2,10.2471,FALSE,TRUE,FALSE,203
16596,2022,F,Multiracial American,9,0,2,9.84,FALSE,FALSE,FALSE,311
19311,2022,M,African American,9,2,2,10.2,FALSE,FALSE,FALSE,95
10370,2022,F,European American (Caucasian),7,0,2,9.7407,FALSE,TRUE,FALSE,203
89558,2022,M,European American (Caucasian),9,0,2,10.1163,FALSE,FALSE,FALSE,162
17421,2022,F,European American (Caucasian),9,0,2,10.2973,FALSE,FALSE,FALSE,307
10708,2021,F,Asian American,9,1,2,10.4725,FALSE,FALSE,FALSE,233
10271,2021,F,European American (Caucasian),7,2,2,8.8056,FALSE,FALSE,TRUE,203
10076,2021,F,African American,7,2,2,10.05,FALSE,FALSE,FALSE,203
10550,2021,F,African American,9,1,2,9.4405,FALSE,FALSE,FALSE,78
10548,2021,F,European American (Caucasian),9,1,2,9.97,FALSE,FALSE,FALSE,220
10718,2021,F,Latino/Hispanic American,9,1,2,10.2471,FALSE,FALSE,FALSE,78
10166,2021,M,African American,7,1,2,8.4359,FALSE,FALSE,FALSE,203
10760,2021,F,Middle Eastern American,9,2,2,10.2,FALSE,FALSE,FALSE,89
10311,2021,M,European American (Caucasian),7,0,2,8.36,FALSE,FALSE,FALSE,203
230382,2021,M,African American,11,2,2,9.6,TRUE,FALSE,FALSE,235
10659,2021,F,African American,9,0,2,10.0811,FALSE,FALSE,FALSE,48
10444,2021,M,European American (Caucasian),9,0,2,10.175,FALSE,FALSE,FALSE,276
10654,2021,M,European American (Caucasian),9,0,2,9.25,FALSE,FALSE,FALSE,302
10167,2021,F,European American (Caucasian),7,0,2,10.62,FALSE,FALSE,FALSE,203
10307,2021,M,European American (Caucasian),7,0,2,9.7407,FALSE,FALSE,TRUE,203
24493,2021,M,Multiracial American,9,0,2,10.32,FALSE,FALSE,FALSE,45
10081,2021,M,European American (Caucasian),7,0,2,8.67,FALSE,FALSE,FALSE,203
10535,2021,M,European American (Caucasian),8,0,2,9.11,FALSE,FALSE,FALSE,203
10702,2021,M,European American (Caucasian),9,0,2,10.1163,FALSE,FALSE,FALSE,62
10494,2021,M,European American (Caucasian),9,0,2,10.2973,FALSE,FALSE,FALSE,305
10296,2020,M,European American (Caucasian),7,0,2,9.97,FALSE,TRUE,FALSE,203
10109,2020,M,European American (Caucasian),7,0,2,8.36,FALSE,FALSE,FALSE,203
10251,2020,M,European American (Caucasian),7,0,2,9.25,FALSE,FALSE,TRUE,203
10651,2020,F,African American,9,2,2,10.05,FALSE,FALSE,FALSE,21
10136,2020,F,European American (Caucasian),9,0,2,9.23,FALSE,FALSE,FALSE,81
10291,2020,M,European American (Caucasian),7,0,2,10.32,FALSE,FALSE,TRUE,203
10341,2020,M,European American (Caucasian),7,0,2,9.56,FALSE,TRUE,FALSE,203
10023,2020,F,European American (Caucasian),7,0,2,9.11,FALSE,FALSE,FALSE,203
10823,2020,M,European American (Caucasian),10,0,2,9.23,FALSE,FALSE,FALSE,176
10473,2020,F,European American (Caucasian),9,0,2,9.56,FALSE,FALSE,FALSE,305
10825,2020,M,Multiracial American,10,1,2,9.1,FALSE,FALSE,FALSE,325
10155,2020,M,Latino/Hispanic American,7,2,2,9.1,FALSE,FALSE,FALSE,203
10301,2020,M,European American (Caucasian),7,0,2,9.38,FALSE,FALSE,TRUE,203
10055,2019,F,Multiracial American,7,0,2,10.38,FALSE,FALSE,FALSE,203
10216,2019,M,European American (Caucasian),9,0,2,9.8,FALSE,FALSE,FALSE,225
10284,2019,F,European American (Caucasian),7,0,2,9.67,FALSE,FALSE,FALSE,203
10002,2019,F,European American (Caucasian),9,0,2,9.38,FALSE,FALSE,FALSE,258
10085,2019,F,Multiracial American,9,0,2,9.26,FALSE,FALSE,FALSE,307
10454,2019,M,African American,11,1,2,9.13,FALSE,FALSE,FALSE,59
10123,2019,F,Latino/Hispanic American,9,1,2,10.42,FALSE,FALSE,FALSE,307
10080,2019,F,European American (Caucasian),9,0,2,8.9,FALSE,FALSE,TRUE,241
10032,2019,F,Multiracial American,9,2,2,9,TRUE,FALSE,FALSE,19
10040,2019,M,European American (Caucasian),9,0,2,8.77,FALSE,FALSE,FALSE,302
10354,2019,F,European American (Caucasian),9,0,2,10.03,FALSE,FALSE,TRUE,307
10242,2019,F,European American (Caucasian),7,0,2,10.49,FALSE,FALSE,TRUE,203
10364,2019,M,European American (Caucasian),9,0,2,9.29,FALSE,FALSE,FALSE,196
10241,2019,F,European American (Caucasian),7,0,2,9.55,FALSE,TRUE,FALSE,203
24489,2019,M,European American (Caucasian),7,0,2,10.38,FALSE,FALSE,FALSE,203
10014,2019,F,European American (Caucasian),7,0,2,9.95,FALSE,FALSE,FALSE,203
10261,2019,M,European American (Caucasian),9,0,2,8.72,FALSE,FALSE,FALSE,307
18871,2019,M,European American (Caucasian),7,0,2,9.8,FALSE,TRUE,FALSE,203
10100,2019,M,European American (Caucasian),7,0,2,9.67,FALSE,FALSE,FALSE,203
10264,2019,M,European American (Caucasian),9,0,2,9.26,FALSE,FALSE,TRUE,313
15850,2022,N,African American,9,2,3,10.7471,TRUE,FALSE,FALSE,73
10625,2022,M,European American (Caucasian),7,0,3,10.3483,FALSE,FALSE,FALSE,203
13428,2022,F,Latino/Hispanic American,9,2,3,9.7805,TRUE,FALSE,FALSE,218
17408,2022,F,European American (Caucasian),9,1,3,9.4247,FALSE,FALSE,FALSE,316
12785,2022,F,European American (Caucasian),9,1,3,9.8875,FALSE,FALSE,FALSE,78
10529,2022,F,European American (Caucasian),7,1,3,9.6582,FALSE,FALSE,FALSE,203
10366,2022,F,Latino/Hispanic American,9,1,3,10.3418,FALSE,FALSE,FALSE,220
10320,2022,F,African American,9,1,3,9.7229,FALSE,FALSE,FALSE,220
15913,2022,F,European American (Caucasian),9,0,3,10.2706,FALSE,FALSE,FALSE,241
10796,2022,M,European American (Caucasian),7,1,3,10,FALSE,FALSE,FALSE,203
20354,2022,M,European American (Caucasian),9,0,3,10.6842,FALSE,FALSE,FALSE,302
15853,2022,M,European American (Caucasian),9,0,3,8.7632,FALSE,FALSE,FALSE,302
10799,2022,M,European American (Caucasian),7,0,3,9.1818,FALSE,FALSE,FALSE,203
10423,2022,M,Asian American,7,0,3,9.7317,FALSE,FALSE,FALSE,203
16652,2022,M,European American (Caucasian),9,0,3,10.6364,FALSE,FALSE,FALSE,305
243176,2022,M,Asian American,11,0,3,10.3659,FALSE,FALSE,FALSE,131
10498,2022,M,Asian American,9,0,3,10.7838,FALSE,FALSE,FALSE,214
16593,2022,M,European American (Caucasian),9,0,3,10.8519,FALSE,FALSE,FALSE,23
10643,2022,F,European American (Caucasian),7,0,3,9.4667,FALSE,FALSE,FALSE,203
231316,2022,M,European American (Caucasian),10,1,3,11,FALSE,FALSE,FALSE,12
17415,2022,F,European American (Caucasian),9,0,3,10.0952,FALSE,FALSE,FALSE,330
10373,2022,M,European American (Caucasian),7,0,3,10.4048,FALSE,FALSE,FALSE,203
20359,2022,M,European American (Caucasian),9,0,3,10.5,FALSE,FALSE,FALSE,81
17413,2022,F,European American (Caucasian),9,0,3,10.0575,FALSE,FALSE,FALSE,305
10699,2022,F,European American (Caucasian),7,0,3,9.6,FALSE,FALSE,FALSE,203
15092,2022,M,Middle Eastern American,9,0,3,9.3902,FALSE,FALSE,FALSE,302
10583,2022,N,European American (Caucasian),7,0,3,8.3571,FALSE,FALSE,TRUE,203
20957,2022,M,European American (Caucasian),7,0,3,9.641,FALSE,TRUE,FALSE,203
10229,2022,N,African American,7,1,3,10.5946,FALSE,FALSE,TRUE,203
10183,2022,F,European American (Caucasian),7,0,3,7.99,FALSE,FALSE,FALSE,203
10377,2022,M,Asian American,7,1,3,8.97,FALSE,FALSE,FALSE,203
10528,2022,M,Asian American,7,0,3,9.05,FALSE,FALSE,FALSE,203
10046,2022,M,European American (Caucasian),7,0,3,10.1,FALSE,TRUE,FALSE,203
10168,2021,M,Multiracial American,7,0,3,10.7471,FALSE,FALSE,FALSE,203
10088,2021,M,European American (Caucasian),7,0,3,10.3483,FALSE,FALSE,FALSE,203
23724,2021,F,Asian American,7,1,3,9.75,FALSE,FALSE,FALSE,203
10089,2021,F,African American,7,1,3,9.1818,FALSE,FALSE,FALSE,203
10350,2021,F,European American (Caucasian),7,0,3,9.7805,FALSE,FALSE,FALSE,203
10305,2021,M,European American (Caucasian),7,0,3,9.67,FALSE,FALSE,FALSE,203
10451,2021,F,European American (Caucasian),9,1,3,10.3659,FALSE,FALSE,FALSE,274
90596,2021,F,African American,11,1,3,9.4667,FALSE,FALSE,FALSE,20
10363,2021,M,European American (Caucasian),7,0,3,9.4247,FALSE,FALSE,FALSE,203
10393,2021,F,European American (Caucasian),9,0,3,9.8875,FALSE,FALSE,FALSE,136
10039,2021,M,European American (Caucasian),7,0,3,10.61,FALSE,FALSE,FALSE,203
10392,2021,F,Asian American,9,0,3,10.2706,FALSE,FALSE,FALSE,236
10180,2021,F,European American (Caucasian),7,0,3,10,FALSE,FALSE,TRUE,203
10490,2021,F,Multiracial American,9,0,3,10.6842,FALSE,FALSE,FALSE,76
10308,2021,M,Asian American,7,1,3,8.7632,FALSE,FALSE,FALSE,203
10706,2021,M,European American (Caucasian),9,1,3,9.6,FALSE,FALSE,FALSE,130
10262,2021,F,European American (Caucasian),7,0,3,10.6364,FALSE,FALSE,FALSE,203
10272,2021,M,European American (Caucasian),7,0,3,10.7838,FALSE,FALSE,FALSE,203
10034,2021,F,European American (Caucasian),7,0,3,10.8519,FALSE,FALSE,FALSE,203
10174,2021,M,Asian American,7,0,3,11,FALSE,FALSE,FALSE,203
10361,2021,F,European American (Caucasian),7,0,3,10.4048,FALSE,TRUE,FALSE,203
10710,2021,F,European American (Caucasian),9,0,3,9.07,FALSE,FALSE,FALSE,191
10349,2021,F,European American (Caucasian),7,0,3,10.06,FALSE,FALSE,FALSE,203
230855,2021,M,European American (Caucasian),11,2,3,9.6,FALSE,FALSE,FALSE,178
10038,2021,M,European American (Caucasian),7,1,3,9.3902,FALSE,FALSE,TRUE,203
10125,2021,M,Asian American,7,0,3,9.641,FALSE,FALSE,FALSE,203
10764,2021,F,European American (Caucasian),9,0,3,10.5946,FALSE,FALSE,TRUE,312
10298,2020,M,Asian American,7,0,3,9.33,FALSE,FALSE,FALSE,203
10756,2020,M,European American (Caucasian),9,0,3,10,FALSE,FALSE,FALSE,3
10118,2020,F,European American (Caucasian),7,0,3,9.67,FALSE,FALSE,FALSE,203
10255,2020,M,European American (Caucasian),7,0,3,10.61,FALSE,FALSE,FALSE,203
10375,2020,F,European American (Caucasian),9,1,3,10.1,FALSE,FALSE,FALSE,143
10201,2020,F,Latino/Hispanic American,7,2,3,9.6,FALSE,FALSE,FALSE,203
10644,2020,F,European American (Caucasian),9,1,3,9.76,TRUE,FALSE,TRUE,297
10475,2020,F,European American (Caucasian),9,1,3,9.79,FALSE,FALSE,FALSE,196
10647,2020,F,European American (Caucasian),9,1,3,9.8,FALSE,FALSE,FALSE,185
10369,2020,M,Latino/Hispanic American,9,0,3,10.51,FALSE,FALSE,FALSE,307
10531,2020,F,European American (Caucasian),9,0,3,10.06,FALSE,FALSE,FALSE,80
10753,2020,F,Middle Eastern American,9,0,3,9.79,FALSE,FALSE,FALSE,311
10750,2020,M,European American (Caucasian),9,0,3,9.33,FALSE,FALSE,FALSE,288
10428,2020,F,Multiracial American,9,0,3,10,FALSE,FALSE,FALSE,307
10254,2020,F,European American (Caucasian),7,0,3,10.51,FALSE,FALSE,FALSE,203
10696,2020,M,Latino/Hispanic American,9,0,3,9.37,FALSE,FALSE,FALSE,80
10771,2020,M,European American (Caucasian),10,1,3,9.37,TRUE,FALSE,FALSE,229
10427,2020,M,Asian American,9,0,3,9.5,FALSE,FALSE,FALSE,302
10157,2020,M,European American (Caucasian),7,0,3,9.5,FALSE,FALSE,TRUE,203
10487,2020,M,European American (Caucasian),10,1,3,9.96,FALSE,FALSE,FALSE,127
10747,2020,M,Asian American,9,2,3,9.26,FALSE,FALSE,FALSE,193
10485,2020,M,European American (Caucasian),9,0,3,9.96,FALSE,FALSE,FALSE,302
10293,2020,F,European American (Caucasian),7,0,3,10.26,FALSE,FALSE,TRUE,203
10483,2020,F,European American (Caucasian),9,0,3,10.73,FALSE,FALSE,TRUE,89
10333,2019,M,Asian American,7,0,3,10.25,FALSE,FALSE,FALSE,203
10240,2019,F,European American (Caucasian),7,0,3,10.23,FALSE,TRUE,FALSE,203
10317,2019,M,European American (Caucasian),9,0,3,9.88,FALSE,FALSE,FALSE,80
10217,2019,F,European American (Caucasian),9,0,3,9.55,FALSE,FALSE,FALSE,80
10194,2019,M,European American (Caucasian),7,0,3,11,FALSE,FALSE,FALSE,203
10008,2019,F,European American (Caucasian),7,0,3,10.44,FALSE,FALSE,FALSE,203
10172,2019,F,European American (Caucasian),9,0,3,9.86,FALSE,FALSE,TRUE,307
10012,2019,F,European American (Caucasian),7,0,3,10.42,FALSE,FALSE,FALSE,203
10127,2019,M,European American (Caucasian),9,0,3,9.26,FALSE,FALSE,FALSE,83
25219,2019,F,European American (Caucasian),9,0,3,9.68,FALSE,FALSE,TRUE,275
10106,2019,F,European American (Caucasian),7,0,3,10.73,FALSE,FALSE,FALSE,203
10149,2019,F,European American (Caucasian),7,0,3,10.16,FALSE,FALSE,FALSE,203
10033,2019,M,European American (Caucasian),9,0,3,10.25,FALSE,FALSE,TRUE,225
10078,2019,M,African American,9,1,3,10.23,FALSE,FALSE,FALSE,305
10037,2019,F,Latino/Hispanic American,9,1,3,9.88,FALSE,FALSE,FALSE,258
10184,2019,F,Multiracial American,9,0,3,11,FALSE,FALSE,FALSE,127
10150,2019,F,African American,7,1,3,9.76,FALSE,FALSE,FALSE,203
10105,2019,F,European American (Caucasian),7,0,3,9.59,FALSE,FALSE,TRUE,203
10075,2019,F,European American (Caucasian),9,0,3,10.89,FALSE,FALSE,FALSE,313
10013,2019,F,European American (Caucasian),7,0,3,10.38,FALSE,FALSE,FALSE,203
10103,2019,M,European American (Caucasian),7,0,3,7.7,FALSE,FALSE,FALSE,203
10329,2019,M,European American (Caucasian),7,0,3,10.44,FALSE,FALSE,TRUE,203
10806,2019,F,Latino/Hispanic American,10,0,3,9.86,FALSE,FALSE,FALSE,211
10243,2019,F,European American (Caucasian),7,0,3,10.71,FALSE,FALSE,FALSE,203
10056,2019,F,European American (Caucasian),7,0,3,10.42,FALSE,FALSE,TRUE,203
10334,2019,F,European American (Caucasian),7,0,3,8.95,FALSE,FALSE,FALSE,203
